Name,Identity,Status,Gender,Alignment,Race,Height,Weight,EyeColor,HairColor,SkinColor,Publisher,Year,Appearances,FirstAppearance,AdditionalData,Intelligence,Strength,Speed,Durability,Power,Combat,Total
Tom Privetire,No Dual,Living,Male,Neutral,,,,,Brown,,Marvel,1987.0,6.0,1987-07-01,,,,,,,,
Demon,,Deceased,Female,,,,,,Black,,Marvel,1988.0,6.0,1988-09-01,Marea,,,,,,,
Demon,Secret,Living,Male,Bad,,,,Red,Black,,Marvel,1941.0,4.0,1941-12-01,Davey Drew Foe,,,,,,,
Demon,,Living,Male,Bad,,,,,,,Marvel,1965.0,4.0,1965-12-01,Witch Doctor,,,,,,,
Michael Ditillio,,Living,Male,Neutral,,,,,,,Marvel,1988.0,6.0,1988-09-01,,,,,,,,
Muramasa,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1988.0,6.0,1988-11-01,,,,,,,,
Roy Fortune,,Living,Male,Good,,,,,,,Marvel,1988.0,6.0,1988-01-01,,,,,,,,
Zxaxz,,Living,Male,Bad,,,,Red,Bald,,Marvel,1988.0,6.0,1988-01-01,,,,,,,,
Anton Pretorius,No Dual,Living,Male,Bad,,,,,,,Marvel,1989.0,6.0,1989-05-01,,,,,,,,
Billy Bird,Secret,Living,Male,Bad,,,,,Black,,Marvel,1989.0,6.0,1989-11-01,,,,,,,,
Brian Winslow,,Living,Male,,,,,,,,Marvel,1989.0,6.0,1989-06-01,,,,,,,,
Burt Corrigan,Public,Living,Male,Good,,,,Brown,Black,,Marvel,1989.0,6.0,1989-09-01,,,,,,,,
Conscience,Secret,Deceased,Male,Bad,,,,White,Bald,,Marvel,1989.0,6.0,1989-05-01,,,,,,,,
Dykon,,Living,Male,,,,,,Grey,,Marvel,1989.0,6.0,1989-09-01,,,,,,,,
Guns Gummy,Secret,Living,Male,Bad,,,,,Yellow,,Marvel,1989.0,6.0,1989-11-01,,,,,,,,
Jaime Ortiz,,Living,Male,Bad,,,,,Black,,Marvel,1989.0,6.0,1989-09-01,,,,,,,,
Pamela Douglas,Secret,Living,Female,Good,,,,,,,Marvel,1989.0,6.0,1989-03-01,,,,,,,,
Rask,Public,Living,Male,,,,,,Red,,Marvel,1989.0,6.0,1989-08-01,,,,,,,,
Rooster Cockburn,Secret,Living,Male,Bad,,,,,,,Marvel,1989.0,6.0,1989-11-01,,,,,,,,
Sister Salvation,Secret,Living,Female,,,,,,,,Marvel,1989.0,6.0,1989-12-01,,,,,,,,
Southpaw,Secret,Living,Male,Bad,,,,,Red,,Marvel,1989.0,6.0,1989-11-01,Loonies,,,,,,,
Tailgunner,Secret,Living,Male,Bad,,,,,,,Marvel,1989.0,6.0,1989-12-01,,,,,,,,
The Ham,Secret,Living,Male,Bad,,,,,,,Marvel,1989.0,6.0,1989-11-01,,,,,,,,
Tristram Micawber,Public,Living,Male,Bad,,,,,Bald,,Marvel,1989.0,6.0,1989-09-01,,,,,,,,
Zharkah,No Dual,Living,Female,,,,,Black,Black,,Marvel,1989.0,6.0,1989-08-01,,,,,,,,
Asylum,Secret,Living,Female,Bad,,,,Black,Black,,Marvel,1990.0,6.0,1990-10-01,Psionex,,,,,,,
Asylum,Secret,Living,,Bad,,,,,,,Marvel,2009.0,3.0,2009-09-01,Initiative,,,,,,,
Bob Jones IV,Secret,Living,Male,Bad,,,,Blue,Blond,,Marvel,1990.0,6.0,1990-11-01,,,,,,,,
Elizabeth Rawson,Secret,Living,Female,Bad,,,,Brown,Black,,Marvel,1990.0,6.0,1990-10-01,,,,,,,,
Geoffrey Sydenham,Public,Living,Male,Bad,,,,,Black,,Marvel,1990.0,6.0,1990-09-01,,,,,,,,
Illyich Prokvitch,Public,Living,Male,,,,,,Black,,Marvel,1990.0,6.0,1990-07-01,,,,,,,,
Jay Leno,,Living,Male,Good,,,,,,,Marvel,1990.0,6.0,1990-05-01,,,,,,,,
Luis Gutierrez,,Living,Male,Bad,,,,,Black,,Marvel,1990.0,6.0,1990-03-01,,,,,,,,
Shanzar,,Living,Male,Bad,,,,White,Black,,Marvel,1990.0,6.0,1990-05-01,,,,,,,,
Skreeal,,Living,Male,,,,,,Bald,,Marvel,1990.0,6.0,1990-12-01,,,,,,,,
Spore,Secret,Living,Male,Bad,,,,Red,Bald,,Marvel,1990.0,6.0,1990-02-01,,,,,,,,
Bodb Derg,Secret,Living,Male,Bad,,,,Black,Black,,Marvel,1991.0,6.0,1991-11-01,,,,,,,,
Cynthia Glass,Secret,Deceased,Female,Neutral,,,,Blue,Brown,,Marvel,1991.0,6.0,1991-09-01,,,,,,,,
Emelia Witherspoon,Public,Living,Female,Good,,,,,White,,Marvel,1991.0,6.0,1991-11-01,,,,,,,,
Emily Osborn,No Dual,Deceased,Female,Neutral,,,,,Brown,,Marvel,1991.0,6.0,1991-09-01,,,,,,,,
Eric Heller,Public,Deceased,Male,Neutral,,,,,Brown,,Marvel,1991.0,6.0,1991-01-01,,,,,,,,
Erika Benson,Secret,Living,Female,Bad,,,,,,,Marvel,1991.0,6.0,1991-08-01,,,,,,,,
Ernie Mills,Public,Living,Male,Bad,,,,,Bald,,Marvel,1991.0,6.0,1991-12-01,,,,,,,,
Gilbert Benson,Secret,Deceased,Male,Neutral,,,,,Brown,,Marvel,1991.0,6.0,1991-08-01,,,,,,,,
Hafga,,Living,,Neutral,,,,,Bald,,Marvel,1991.0,6.0,1991-02-01,,,,,,,,
Heml,,Living,,Neutral,,,,,Bald,,Marvel,1991.0,6.0,1991-02-01,,,,,,,,
James Zafar,Secret,Living,Male,Neutral,,,,Brown,Black,,Marvel,1991.0,6.0,1991-05-01,,,,,,,,
Jeremy Mchele,Public,Living,Male,Good,,,,,Black,,Marvel,1991.0,6.0,1991-01-01,,,,,,,,
Jeremy Swimming-Bear,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1991.0,6.0,1991-08-01,,,,,,,,
Kayama Inouye,Secret,Living,Male,,,,,,Black,,Marvel,1991.0,6.0,1991-07-01,,,,,,,,
Melvin Gooner,Public,Living,Male,,,,,,,,Marvel,1991.0,6.0,1991-03-01,,,,,,,,
Molokai,,Living,Male,Bad,,,,,,,Marvel,1991.0,6.0,1991-04-01,,,,,,,,
Morgan Kain,Secret,Living,Male,,,,,,,,Marvel,1991.0,6.0,1991-06-01,,,,,,,,
Reno,,Living,Male,Bad,,,,,,,Marvel,1991.0,6.0,1991-04-01,,,,,,,,
Reno,Secret,Living,Male,Good,,,,Black,Black,,Marvel,1999.0,3.0,1999-08-01,France,,,,,,,
Reno,Secret,Living,Male,Good,,,,,Black,,Marvel,1999.0,,1999-08-01,Secret Agent,,,,,,,
Sybyl Dorn,Secret,Living,Female,Bad,,,,,Red,,Marvel,1991.0,6.0,1991-07-01,,,,,,,,
Vug,,Living,,Neutral,,,,,Bald,,Marvel,1991.0,6.0,1991-02-01,,,,,,,,
Yen Hsieh,Secret,Living,Male,Bad,,,,,Black,,Marvel,1991.0,6.0,1991-07-01,,,,,,,,
Yod,,Living,,Neutral,,,,,Bald,,Marvel,1991.0,6.0,1991-02-01,,,,,,,,
Absalom,Secret,Deceased,Male,,,,,Blue,Blond,,Marvel,1992.0,6.0,1992-05-01,,,,,,,,
Alaisa Ruatha Pethnan,,Living,Female,Bad,,,,,Black,,Marvel,1992.0,6.0,1992-06-01,,,,,,,,
Aldo Ferro,Secret,Deceased,Male,Bad,,,,Black,Bald,,Marvel,1992.0,6.0,1992-10-01,,,,,,,,
Bacillus,,Deceased,Male,Bad,,,,,,,Marvel,1992.0,6.0,1992-10-01,,,,,,,,
Birdy,Secret,Deceased,Female,Bad,,,,,,,Marvel,1992.0,6.0,1992-03-01,,,,,,,,
Boris Meacham,Secret,Living,Male,Bad,,,,,,,Marvel,1992.0,6.0,1992-10-01,,,,,,,,
Charles Shaddock,No Dual,Living,Male,Bad,,,,,Black,,Marvel,1992.0,6.0,1992-11-01,,,,,,,,
Deathunt 9000,Secret,Living,Male,Bad,,,,,Blond,,Marvel,1992.0,6.0,1992-10-01,,,,,,,,
Giscard Epurer,Public,Living,Male,,,,,,,,Marvel,1992.0,6.0,1992-05-01,,,,,,,,
Gorn,Secret,Living,Male,Bad,,,,No,Bald,,Marvel,1992.0,6.0,1992-04-01,Demon,,,,,,,
Gorn,Public,Deceased,Male,Neutral,,,,,Brown,,Marvel,1981.0,2.0,1981-10-01,Warrior,,,,,,,
Gorn,Public,Living,Male,Good,,,,,Brown,,Marvel,1983.0,1.0,1983-12-01,,,,,,,,
Grigori Andreivitch,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1992.0,6.0,1992-11-01,,,,,,,,
Hag,Secret,Living,Female,Bad,,,,,,,Marvel,1992.0,6.0,1992-03-01,,,,,,,,
Hag,Secret,Deceased,Female,Bad,,,,,Black,,Marvel,1941.0,1.0,1941-05-01,Human Torch Foe,,,,,,,
Hashi Noto,Secret,Living,Male,,,,,,Black,,Marvel,1992.0,6.0,1992-05-01,,,,,,,,
Jacob Weisenthal,Public,Deceased,Male,Good,,,,Brown,Brown,,Marvel,1992.0,6.0,1992-09-01,,,,,,,,
Kiyoshi Kurata,,Living,Male,Good,,,,,,,Marvel,1992.0,6.0,1992-06-01,,,,,,,,
Lukas,,Living,,,,,,,,,Marvel,1992.0,6.0,1992-09-01,,,,,,,,
Melody Taylor,,Living,Female,,,,,,Brown,,Marvel,1992.0,6.0,1992-07-01,,,,,,,,
Michael Suggs,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,1992.0,6.0,1992-02-01,,,,,,,,
Moonshade,,Living,Male,Bad,,,,,,,Marvel,1992.0,6.0,1992-08-01,,,,,,,,
Power Man,,Deceased,Male,Bad,Mutant,,,,,,Marvel,1992.0,6.0,1992-06-01,Steele,,,,,,,
Ranulph Haldane,Public,Living,Male,Bad,,,,Brown,Black,,Marvel,1992.0,6.0,1992-06-01,,,,,,,,
Robert Fielder,Secret,Living,Male,,,,,,,,Marvel,1992.0,6.0,1992-09-01,,,,,,,,
Rubanna Quormo,Secret,Living,Female,Good,,,,White,Green,,Marvel,1992.0,6.0,1992-08-01,,,,,,,,
Skinner,,Living,Male,Bad,,,,Red,Bald,,Marvel,1992.0,6.0,1992-10-01,Lilin,,,,,,,
Skinner,No Dual,Living,Male,Neutral,,,,Blue,Brown,,Marvel,2010.0,3.0,2010-11-01,FBI,,,,,,,
Steve Caidin,Secret,Living,Male,,,,,,,,Marvel,1992.0,6.0,1992-07-01,,,,,,,,
Sylvie Yaqua,Secret,Living,Female,,,,,,Black,,Marvel,1992.0,6.0,1992-05-01,,,,,,,,
Todd Flaminirezck,Secret,Living,Male,Bad,,,,,,,Marvel,1992.0,6.0,1992-09-01,,,,,,,,
Tom Preston,Secret,Deceased,Male,Bad,,,,,Black,,Marvel,1992.0,6.0,1992-07-01,,,,,,,,
Troh-Maw,Secret,Deceased,Male,Bad,,,,Yellow,Bald,,Marvel,1992.0,6.0,1992-06-01,,,,,,,,
Vesper,Secret,Living,Female,Bad,,,,,Red,,Marvel,1992.0,6.0,1992-10-01,Legion of Vengeance,,,,,,,
William Knox,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1992.0,6.0,1992-07-01,,,,,,,,
Word,Secret,Living,Male,Bad,,,,,,,Marvel,1992.0,6.0,1992-08-01,Red Skull,,,,,,,
Word,,Living,,,,,,,,,DC,1994.0,5.0,1994-10-01,,,,,,,,
Alec Dalton,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1993.0,6.0,1993-06-01,,,,,,,,
Alisher Sham,Secret,Living,Male,Bad,,,,Grey,,,Marvel,1993.0,6.0,1993-04-01,,,,,,,,
Anti-Being,,Living,,Bad,,,,,,,Marvel,1993.0,6.0,1993-05-01,,,,,,,,
Brell,Secret,Living,Male,Good,,,,White,Black,,Marvel,1993.0,6.0,1993-10-01,,,,,,,,
Carl Mach,Secret,Deceased,Male,Bad,,,,,,,Marvel,1993.0,6.0,1993-02-01,,,,,,,,
Fritz Sablinova,Secret,Deceased,Male,Bad,,,,,Grey,,Marvel,1993.0,6.0,1993-01-01,,,,,,,,
Geometer,Secret,Living,Male,Bad,,,,Green,Bald,,Marvel,1993.0,6.0,1993-10-01,,,,,,,,
Insidio,Secret,Living,Male,Bad,,,,White,Black,,Marvel,1993.0,6.0,1993-12-01,,,,,,,,
James Owl,Secret,Living,Male,Good,,,,Brown,Black,,Marvel,1993.0,6.0,1993-09-01,,,,,,,,
Kimeiko Ashu,Public,Living,Male,Bad,,,,,Black,,Marvel,1993.0,6.0,1993-05-01,,,,,,,,
Leslie Gesneria,Secret,Deceased,Female,Bad,,,,,,,Marvel,1993.0,6.0,1993-02-01,,,,,,,,
Nyoirin Henecha,,Living,Male,Bad,,,,,,,Marvel,1993.0,6.0,1993-03-01,,,,,,,,
Ocsh,No Dual,Living,Male,,,,,,,,Marvel,1993.0,6.0,1993-03-01,,,,,,,,
Oscuram,Secret,Living,Male,Bad,,,,Red,Red,,Marvel,1993.0,6.0,1993-06-01,,,,,,,,
Ramon Hernandez,Secret,Deceased,Male,Bad,,,,,,,Marvel,1993.0,6.0,1993-05-01,,,,,,,,
Ramon Hernandez,Public,Living,Male,Good,,,,,Black,,Marvel,1981.0,3.0,1981-03-01,Doctor,,,,,,,
Randolph Creed,Public,Deceased,Male,Bad,,,,,Red,,Marvel,1993.0,6.0,1993-02-01,,,,,,,,
Richard Bloom,Secret,Living,Male,Neutral,,,,Red,Brown,,Marvel,1993.0,6.0,1993-10-01,,,,,,,,
Ronald Parvenue,,Living,Male,Bad,,,,,Black,,Marvel,1993.0,6.0,1993-12-01,,,,,,,,
Samantha Powell,Public,Living,Female,Neutral,,,,Grey,Red,,Marvel,1993.0,6.0,1993-08-01,,,,,,,,
Socus,No Dual,Living,Male,Bad,,,,Red,,,Marvel,1993.0,6.0,1993-02-01,,,,,,,,
Trevor Cole,,Deceased,Male,Bad,,,,,,,Marvel,1993.0,6.0,1993-02-01,,,,,,,,
Voyager,,Living,Male,Bad,,,,Variable,Variable,,Marvel,1993.0,6.0,1993-09-01,Body Magician,,,,,,,
Zorka,No Dual,Deceased,Male,,,,,Black,Black,,Marvel,1993.0,6.0,1993-07-01,,,,,,,,
Albert Destine,Secret,Living,Male,Good,,,,Blue,White,,Marvel,1994.0,6.0,1994-10-01,,,,,,,,
Alex DePaul,,Deceased,Male,Bad,,,,Brown,Brown,,Marvel,1994.0,6.0,1994-02-01,,,,,,,,
Andamo,No Dual,Deceased,Male,,,,,Blue,Blond,,Marvel,1994.0,6.0,1994-08-01,,,,,,,,
Aranda Charboneau,Secret,Living,Female,Bad,,,,Blue,Blond,,Marvel,1994.0,6.0,1994-03-01,,,,,,,,
Beatrice McBride,No Dual,Living,Female,Good,,,,Blue,White,,Marvel,1994.0,6.0,1994-06-01,,,,,,,,
Dima Alekov Kaganitzky,Secret,Deceased,Male,,,,,,Black,,Marvel,1994.0,6.0,1994-09-01,,,,,,,,
Gray Garrison,Public,Living,Male,Bad,,,,,Brown,,Marvel,1994.0,6.0,1994-03-01,,,,,,,,
Grimm,Public,Deceased,Male,Bad,,,,Black,Black,,Marvel,1994.0,6.0,1994-02-01,,,,,,,,
Grimm,Public,Living,Male,Bad,,,,,,,DC,1999.0,10.0,1999-01-01,,,,,,,,
Loop,Secret,Living,Male,Bad,,,,,White,,Marvel,1994.0,6.0,1994-08-01,Lash,,,,,,,
Lord Moses,Secret,Living,Male,Bad,,,,Brown,Brown,,Marvel,1994.0,6.0,1994-12-01,,,,,,,,
Moru,Public,Deceased,Male,,,,,Black,Brown,,Marvel,1994.0,6.0,1994-08-01,,,,,,,,
Paul Alvarez,,Living,Male,,,,,,,,Marvel,1994.0,6.0,1994-12-01,,,,,,,,
Pavel Chenklo,Public,Deceased,Male,Bad,,,,,Grey,,Marvel,1994.0,6.0,1994-10-01,,,,,,,,
Right,Secret,Living,Male,Bad,,,,,Brown,,Marvel,1994.0,6.0,1994-12-01,Soldiers of Misfortune,,,,,,,
Simbus,Secret,Living,Male,Good,,,,,Purple,,Marvel,1994.0,6.0,1994-03-01,,,,,,,,
Sneak Thief,Secret,Living,Female,Bad,,,,,Brown,,Marvel,1994.0,6.0,1994-08-01,,,,,,,,
Tommy Ng,,Living,Male,Bad,,,,,Brown,,Marvel,1994.0,6.0,1994-08-01,,,,,,,,
Viktor Aleksandr Vikady,Secret,Deceased,Male,,,,,,Blond,,Marvel,1994.0,6.0,1994-09-01,,,,,,,,
Warfist,Secret,Living,Male,Bad,,,,,,,Marvel,1994.0,6.0,1994-12-01,,,,,,,,
Wrong,Secret,Living,,Bad,,,,,,,Marvel,1994.0,6.0,1994-12-01,Soldiers of Misfortune,,,,,,,
Xira,,Living,Female,,,,,Brown,,,Marvel,1994.0,6.0,1994-02-01,,,,,,,,
Cary Armstrong,,Living,Male,,,,,Blue,Blond,,Marvel,1995.0,6.0,1995-06-01,,,,,,,,
Cynas,Public,Living,Female,,,,,,Red,,Marvel,1995.0,6.0,1995-06-01,,,,,,,,
Drew Geraci,,Living,Male,,,,,,,,Marvel,1995.0,6.0,1995-12-01,,,,,,,,
Ella,Secret,Living,Female,Neutral,,,,Blue,Blond,,Marvel,1995.0,6.0,1995-09-01,,,,,,,,
Freddie Glazer,,Living,Male,,,,,,,,Marvel,1995.0,6.0,1995-10-01,,,,,,,,
Furgar,Public,Living,Male,,,,,,,,Marvel,1995.0,6.0,1995-06-01,,,,,,,,
Gayle Edgerton,Secret,Living,Female,Neutral,,,,Black,Black,,Marvel,1995.0,6.0,1995-07-01,,,,,,,,
Neut,Secret,Living,Male,Bad,,,,,,,Marvel,1995.0,6.0,1995-10-01,,,,,,,,
Olivia Lentz,,Living,Female,,,,,,Brown,,Marvel,1995.0,6.0,1995-09-01,,,,,,,,
Orestez Natchios,Public,Deceased,Male,Bad,,,,Brown,Black,,Marvel,1995.0,6.0,1995-05-01,,,,,,,,
Porcal,Public,Living,Male,Neutral,,,,,Brown,,Marvel,1995.0,6.0,1995-06-01,,,,,,,,
Sapphiras,Public,Living,Female,Neutral,,,,Yellow,Bald,,Marvel,1995.0,6.0,1995-06-01,,,,,,,,
Targon,Public,Living,Male,Bad,,,,,Brown,,Marvel,1995.0,6.0,1995-06-01,,,,,,,,
Theodore Slaght,,Living,Male,Bad,,,,,,,Marvel,1995.0,6.0,1995-03-01,,,,,,,,
Carlie Colon,No Dual,Living,Female,Good,,,,Brown,Brown,,Marvel,1996.0,6.0,1996-02-01,,,,,,,,
Charles Darwin,Public,Deceased,Male,Neutral,,,,,Grey,,Marvel,1996.0,6.0,1996-06-01,,,,,,,,
David Breyer,,Living,Male,Bad,,,,,,,Marvel,1996.0,6.0,1996-01-01,,,,,,,,
David Kalen,Secret,Living,Male,,,,,,Bald,,Marvel,1996.0,6.0,1996-01-01,,,,,,,,
Dr. Yao,Public,Living,Male,,,,,,Black,,Marvel,1996.0,6.0,1996-07-01,,,,,,,,
Master Man,Public,Living,Male,Bad,,,,Blue,Blond,,Marvel,1996.0,6.0,1996-09-01,Heroes Reborn,,,,,,,
Megaera,Secret,Living,Female,,,,,,,,Marvel,1996.0,6.0,1996-09-01,Furies,,,,,,,
Megaera,,Living,Female,Bad,,,,,,,DC,1981.0,11.0,1981-10-01,,,,,,,,
Meredith Campbell,,Living,Female,,,,,,,,Marvel,1996.0,6.0,1996-04-01,,,,,,,,
Paul Contoni,,Living,Male,Bad,,,,,,,Marvel,1996.0,6.0,1996-01-01,,,,,,,,
Ramirez,Public,Living,Male,,,,,,Black,,Marvel,1996.0,6.0,1996-01-01,,,,,,,,
Shannon Fitzpatrick,,Living,Female,Good,,,,Green,Red,,Marvel,1996.0,6.0,1996-02-01,,,,,,,,
Trevor Chase,Public,Living,Male,Good,,,,Blue,Red,,Marvel,1996.0,6.0,1996-10-01,,,,,,,,
Chtylok,Secret,Living,Male,Neutral,,,,Red,Brown,,Marvel,1997.0,6.0,1997-02-01,,,,,,,,
Ekatarina Gryaznova,Secret,Deceased,Female,Bad,,,,,,,Marvel,1997.0,6.0,1997-06-01,,,,,,,,
Ellen Hibbert,Public,Living,Female,Good,,,,,Black,,Marvel,1997.0,6.0,1997-11-01,,,,,,,,
M-Nell,Secret,Living,Male,Neutral,,,,,,,Marvel,1997.0,6.0,1997-01-01,,,,,,,,
Myra Haddock,Secret,Living,Female,Neutral,,,,Blue,Black,,Marvel,1997.0,6.0,1997-11-01,,,,,,,,
Plasma,,Living,Female,Bad,,,,,,,Marvel,1997.0,6.0,1997-08-01,Heroes Reborn,,,,,,,
Plasma,,Living,Male,Bad,,,,,,,DC,1994.0,1.0,1994-06-01,,,,,,,,
Roddy McLeish,Public,Living,Male,Bad,,,,Blue,White,,Marvel,1997.0,6.0,1997-12-01,,,,,,,,
Spat,Secret,Living,Female,Neutral,,,,,Blond,,Marvel,1997.0,6.0,1997-09-01,,,,,,,,
Arcadia DeVille,Secret,Living,Female,Good,,,,Brown,Brown,,Marvel,1998.0,6.0,1998-11-01,,,,,,,,
Baal,,Deceased,Male,Bad,,,,,,,Marvel,1998.0,6.0,1998-11-01,Gabriel,,,,,,,
Baal,Secret,Deceased,Male,Neutral,,,,Brown,Bald,,Marvel,1996.0,2.0,1996-10-01,Sandstormers,,,,,,,
Barone,Secret,Living,Male,Bad,,,,Black,Brown,,Marvel,1998.0,6.0,1998-07-01,,,,,,,,
Krassno Granitsky,Secret,Living,Male,Good,,,,,Red,,Marvel,1998.0,6.0,1998-10-01,,,,,,,,
Lily Cromwell,Secret,Living,Female,Bad,,,,Blue,Blond,,Marvel,1998.0,6.0,1998-12-01,,,,,,,,
Neifi,Public,Living,Male,Neutral,,,,,Bald,,Marvel,1998.0,6.0,1998-12-01,,,,,,,,
Odysseus Indigo,Secret,Living,Male,Neutral,,,,,Bald,,Marvel,1998.0,6.0,1998-10-01,,,,,,,,
Okoye,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,1998.0,6.0,1998-11-01,,,,,,,,
Snipes,Public,Living,Male,,,,,,Black,,Marvel,1998.0,6.0,1998-02-01,,,,,,,,
Thomas Ryan,Public,Living,Male,Good,,,,,,,Marvel,1998.0,6.0,1998-12-01,,,,,,,,
Tiamat,Secret,Living,Male,,,,,White,Bald,,Marvel,1998.0,6.0,1998-10-01,Champion,,,,,,,
Tiamat,,Living,Female,Bad,,,,Blue,Blond,,DC,1995.0,9.0,1995-12-01,,,,,,,,
Zachary Williams,Secret,Living,Male,Bad,,,,,Black,,Marvel,1998.0,6.0,1998-07-01,,,,,,,,
Cheryl Lansing,,Living,Female,,,,,Brown,Blond,,Marvel,1999.0,6.0,1999-11-01,,,,,,,,
Enrakt,Secret,Living,Male,Bad,,,,,,,Marvel,1999.0,6.0,1999-08-01,,,,,,,,
Headcase,Secret,Living,Male,Good,,,,,Green,,Marvel,1999.0,6.0,1999-09-01,Mannite,,,,,,,
Javier Caldrone,Public,Living,Male,Neutral,,,,Brown,Black,,Marvel,1999.0,6.0,1999-01-01,,,,,,,,
Mechamage,Secret,Living,Female,Good,,,,,,,Marvel,1999.0,6.0,1999-11-01,,,,,,,,
Paradigm,Secret,Deceased,Male,,,,,,Bald,,Marvel,1999.0,6.0,1999-02-01,,,,,,,,
Samantha McGee,,Living,Female,Bad,,,,,Brown,,Marvel,1999.0,6.0,1999-10-01,,,,,,,,
Stanley Hardy,No Dual,Living,Male,Neutral,,,,Grey,Brown,,Marvel,1999.0,6.0,1999-01-01,,,,,,,,
Anarra,Public,Living,Female,Good,,,,Green,Blond,,Marvel,2000.0,6.0,2000-10-01,,,,,,,,
Benjamin Tibbets,Secret,Deceased,Male,,,,,Blue,Blond,,Marvel,2000.0,6.0,2000-08-01,,,,,,,,
Bludgeon,Secret,Deceased,Male,Bad,,,,Red,,,Marvel,2000.0,6.0,2000-08-01,Ransome Sole,,,,,,,
Bludgeon,Secret,Living,Male,Bad,,,,,Bald,,Marvel,1987.0,4.0,1987-04-01,UCWF,,,,,,,
Bludgeon,,Living,Male,Bad,,,,,,,Marvel,1997.0,2.0,1997-03-01,Cyber-Punks,,,,,,,
Bron,Public,Living,Male,Good,,,,,Brown,,Marvel,2000.0,6.0,2000-10-01,,,,,,,,
Cudgel,Secret,Deceased,Male,Bad,,,,,,,Marvel,2000.0,6.0,2000-08-01,,,,,,,,
Divinity,Secret,Living,Male,,,,,White,Bald,,Marvel,2000.0,6.0,2000-01-01,Heroes Reborn,,,,,,,
Goroth,Public,Living,Male,Good,,,,Green,Black,,Marvel,2000.0,6.0,2000-12-01,,,,,,,,
Jagrfelm,Public,Living,Male,Neutral,,,,Yellow,Green,,Marvel,2000.0,6.0,2000-04-01,,,,,,,,
Kaos,,Living,Male,Good,,,,,,,Marvel,2000.0,6.0,2000-01-01,Heroes Reborn,,,,,,,
Kelly Kooliq,Public,Living,Female,Bad,,,,Brown,Brown,,Marvel,2000.0,6.0,2000-04-01,,,,,,,,
Manacle,Secret,Deceased,Male,Bad,,,,,,,Marvel,2000.0,6.0,2000-08-01,,,,,,,,
Manacle,,Living,,Bad,,,,,,,Marvel,1991.0,3.0,1991-03-01,Deathbird,,,,,,,
Mondo,Secret,Living,Male,Bad,,,,Brown,Black,,Marvel,2000.0,6.0,2000-02-01,,,,,,,,
Mondo,Secret,Living,Female,Bad,,,,White,Bald,,Marvel,2013.0,5.0,2013-01-01,Mojoverse,,,,,,,
Niles Roman,,Living,Male,Bad,,,,,,,Marvel,2000.0,6.0,2000-06-01,,,,,,,,
Tristan,Public,Living,Male,Good,,,,Brown,Black,,Marvel,2000.0,6.0,2000-10-01,,,,,,,,
Tristan,Secret,Living,Male,Good,,,,Blue,Bald,,Marvel,2007.0,6.0,2007-06-01,Street Arabs,,,,,,,
Tullamore Voge,Public,Living,Male,Bad,,,,White,Brown,,Marvel,2000.0,6.0,2000-08-01,,,,,,,,
Vanium,Public,Living,Male,Good,,,,Blue,Blond,,Marvel,2000.0,6.0,2000-10-01,,,,,,,,
Bete Noir,Secret,Living,,Bad,,,,Variable,Bald,,Marvel,2001.0,6.0,2001-02-01,,,,,,,,
Buford Lange,,Living,Male,Bad,,,,,,,Marvel,2001.0,6.0,2001-08-01,,,,,,,,
Elaine Kendrick,,Living,Female,Good,,,,,Blond,,Marvel,2001.0,6.0,2001-09-01,,,,,,,,
Elizabeth Hudson,No Dual,Deceased,Female,Neutral,,,,Blue,Red,,Marvel,2001.0,6.0,2001-11-01,,,,,,,,
Hector Rendoza,Secret,Living,Male,Good,,,,Blue,Brown,,Marvel,2001.0,6.0,2001-05-01,,,,,,,,
Lucy Robinson,Secret,Living,Female,Neutral,,,,,Blond,,Marvel,2001.0,6.0,2001-03-01,,,,,,,,
Malon Estella Reeves,Secret,Deceased,Female,Bad,,,,Brown,Brown,,Marvel,2001.0,6.0,2001-10-01,,,,,,,,
Nagala,Public,Living,Female,Bad,,,,Red,Green,,Marvel,2001.0,6.0,2001-09-01,,,,,,,,
Paul Provenzano,No Dual,Deceased,Male,Good,,,,Brown,Black,,Marvel,2001.0,6.0,2001-05-01,,,,,,,,
Samuel Griggs,,Living,Male,,,,,,,,Marvel,2001.0,6.0,2001-09-01,,,,,,,,
Sugar Kane,Public,Living,Female,Good,,,,,Blond,,Marvel,2001.0,6.0,2001-08-01,,,,,,,,
Angel Dust,Secret,Living,Female,Good,Mutant,165.0,57.0,Yellow,Black,,Marvel,2002.0,6.0,2002-06-01,Christina,,,,,,,
Apache Kid,Secret,Living,Female,Good,,,,Brown,Black,,Marvel,2002.0,6.0,2002-09-01,Rosa,,,,,,,
Arnold Lundberg,Public,Deceased,Male,Neutral,,,,Blue,Blond,,Marvel,2002.0,6.0,2002-09-01,,,,,,,,
Augustus Tuneski,,Living,Male,Bad,,,,,,,Marvel,2002.0,6.0,2002-05-01,,,,,,,,
